id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
11283,7.6,0.69,0.0,1.7,0.074,12.0,49.0,0.9988,3.52,0.55,9.4,6.0
11284,9.1,0.6,0.4,2.6,0.079,8.0,25.0,0.99616,3.26,0.53,9.5,4.0
11285,6.4,0.57,0.0,1.8,0.054,12.0,49.0,0.995,3.44,0.57,9.9,5.0
11286,11.4,0.41,0.66,2.1,0.075,5.0,14.0,0.99637,3.17,0.73,10.7,6.0
11287,6.8,0.32,0.45,2.5,0.072,15.0,26.0,0.99458,3.17,0.73,10.8,6.0
11288,7.4,0.66,0.28,2.0,0.0819999999999999,5.0,13.0,0.9972,3.36,0.78,9.3,5.0
11289,8.1,0.18,0.42,2.2,0.085,16.0,88.0,0.9967,3.29,0.73,9.3,5.0
11290,7.1,0.54,0.39,2.7,0.0819999999999999,6.0,14.0,0.9976,3.33,0.49,9.4,6.0
11291,7.0,0.28,0.49,2.0,0.0819999999999999,6.0,14.0,0.9976,3.14,0.52,10.9,6.0
11292,7.1,0.61,0.0,2.0,0.07,17.0,64.0,0.9957,3.45,0.59,11.5,7.0
11293,7.3,0.53,0.01,3.2,0.078,17.0,84.0,0.9962,3.45,0.58,9.4,5.0
11294,7.9,0.48,0.26,3.0,0.0819999999999999,18.0,63.0,0.9982,3.41,0.54,9.5,5.0
11295,6.9,0.43,0.3,2.1,0.066,5.0,10.0,0.99578,3.45,0.62,11.4,6.0
11296,7.0,0.31,0.42,3.3,0.081,9.0,45.0,0.99604,3.24,0.63,9.8,5.0
11297,7.2,0.43,0.3,2.1,0.084,27.0,46.0,0.9966,3.4,0.8,10.6,6.0
11298,7.0,0.32,0.33,1.6,0.065,10.0,22.0,0.9974,3.38,0.79,9.4,6.0
11299,10.3,0.58,0.32,3.3,0.079,7.0,49.0,0.9974,3.19,0.6,9.5,5.0
11300,7.5,0.57,0.0,1.7,0.063,5.0,14.0,0.996,3.35,0.6,9.8,6.0
11301,8.4,0.59,0.32,2.1,0.062,14.0,64.0,0.99636,3.16,0.52,9.7,5.0
11302,6.8,0.43,0.07,2.1,0.0969999999999999,6.0,24.0,0.99656,3.49,0.62,9.4,6.0
11303,11.4,0.39,0.49,2.8,0.07,5.0,22.0,0.9964,3.5,0.9,10.9,7.0
11304,8.5,0.48,0.35,1.7,0.067,6.0,14.0,0.9962,3.28,0.57,9.5,5.0
11305,7.6,0.56,0.0,2.6,0.071,7.0,16.0,0.99586,3.36,0.58,9.4,5.0
11306,10.6,0.43,0.42,2.4,0.0819999999999999,3.0,14.0,0.9968,3.36,0.54,12.0,5.0
11307,8.3,0.645,0.3,2.4,0.07,6.0,13.0,0.9962,3.22,0.49,9.8,7.0
11308,8.2,0.52,0.18,2.0,0.076,5.0,20.0,0.99448,3.26,0.6,9.4,5.0
11309,8.9,0.5,0.16,2.4,0.08,10.0,33.0,0.99472,3.31,0.56,11.3,7.0
11310,7.6,0.53,0.24,2.0,0.077,29.0,52.0,0.995,3.38,0.67,11.4,6.0
11311,7.9,0.48,0.32,2.3,0.078,6.0,14.0,0.9976,3.26,0.56,11.3,7.0
11312,8.6,0.43,0.44,3.2,0.075,15.0,31.0,0.9982,3.3,0.93,9.7,5.0
11313,6.9,0.42,0.49,1.9,0.093,16.0,64.0,0.9994,3.15,0.65,9.6,5.0
11314,7.7,0.635,0.0,2.6,0.08,13.0,26.0,0.9962,3.46,0.7,9.5,5.0
11315,10.0,0.37,0.33,2.6,0.072,6.0,17.0,0.99586,3.17,0.78,10.6,7.0
11316,7.6,0.57,0.2,1.9,0.072,27.0,52.0,0.99516,3.44,0.59,9.3,5.0
11317,8.3,0.4,0.14,2.5,0.084,3.0,12.0,0.9974,3.28,0.61,10.9,6.0
11318,7.4,0.4,0.0,2.2,0.068,7.0,16.0,0.99746,3.57,0.75,9.4,5.0
11319,11.5,0.27,0.49,2.7,0.08,13.0,35.0,0.9972,3.21,0.74,9.8,6.0
11320,8.8,0.46,0.39,2.0,0.0819999999999999,8.0,20.0,0.9968,3.33,0.68,10.4,6.0
11321,10.7,0.49,0.44,4.1,0.077,5.0,15.0,0.9986,3.31,0.77,9.5,6.0
11322,8.2,0.33,0.49,2.2,0.0819999999999999,19.0,35.0,0.99648,3.1,0.75,9.3,5.0
11323,8.5,0.43,0.29,2.4,0.079,16.0,44.0,0.99478,3.19,0.65,10.4,6.0
11324,8.5,0.55,0.19,3.1,0.084,17.0,41.0,0.9986,3.15,0.46,9.4,6.0
11325,8.6,0.4,0.49,2.0,0.087,17.0,77.0,0.99656,3.14,0.67,9.7,5.0
11326,7.9,0.61,0.03,1.6,0.072,23.0,59.0,0.99498,3.39,0.64,9.4,6.0
11327,9.9,0.4,0.35,2.0,0.075,12.0,25.0,0.9982,3.3,0.83,10.5,6.0
11328,7.0,0.52,0.11,1.5,0.078,12.0,31.0,0.998,3.49,0.56,9.0,6.0
11329,8.1,0.5,0.3,2.1,0.093,14.0,24.0,0.99642,3.29,0.59,9.2,5.0
11330,8.7,0.5,0.24,2.3,0.078,6.0,28.0,0.9991,3.19,0.59,11.3,7.0
11331,10.3,0.31,0.49,2.0,0.078,6.0,37.0,0.9982,3.3,0.59,10.9,5.0
11332,8.9,0.49,0.49,2.5,0.074,10.0,77.0,0.9948,3.1,0.62,9.3,6.0
11333,7.8,0.38,0.43,1.9,0.069,8.0,17.0,0.99652,3.52,0.61,12.0,6.0
11334,9.2,0.29,0.48,2.8,0.078,13.0,86.0,0.99586,3.16,0.66,10.4,6.0
11335,7.6,0.645,0.06,1.9,0.076,19.0,59.0,0.9952,3.36,0.6,9.8,5.0
11336,8.2,0.34,0.43,2.3,0.092,6.0,21.0,0.9948,3.2,0.84,11.4,5.0
11337,8.9,0.62,0.02,2.3,0.08,41.0,52.0,0.99586,3.23,0.66,9.6,6.0
11338,7.0,0.54,0.07,1.9,0.073,6.0,15.0,0.99672,3.54,0.74,11.0,6.0
11339,9.9,0.6,0.21,2.0,0.093,19.0,48.0,0.9994,3.26,0.63,9.8,5.0
11340,7.7,0.39,0.24,2.0,0.078,9.0,28.0,0.99538,3.29,0.45,9.5,6.0
11341,8.7,0.46,0.13,2.2,0.091,18.0,45.0,0.99744,3.27,0.63,9.4,5.0
11342,8.1,0.48,0.48,2.1,0.079,11.0,86.0,0.9978,3.22,0.55,9.4,5.0
11343,6.2,0.57,0.06,2.0,0.0579999999999999,7.0,20.0,0.99476,3.41,0.76,11.0,6.0
11344,8.6,0.33,0.61,1.6,0.0969999999999999,13.0,28.0,0.9971,3.32,0.65,9.2,6.0
11345,9.2,0.36,0.49,2.7,0.0559999999999999,13.0,29.0,0.9984,3.08,0.58,9.3,6.0
11346,11.3,0.45,0.49,2.1,0.088,4.0,11.0,1.0014,3.22,0.55,12.7,6.0
11347,7.8,0.62,0.19,2.1,0.079,32.0,48.0,0.99538,3.31,0.73,9.0,5.0
11348,7.8,0.9,0.02,2.1,0.0819999999999999,25.0,105.0,0.9982,3.31,0.61,9.7,6.0
11349,9.9,0.51,0.28,2.6,0.076,6.0,21.0,0.9968,3.17,0.65,9.3,5.0
11350,7.7,0.67,0.01,2.3,0.098,22.0,58.0,0.99622,3.35,0.62,10.0,5.0
11351,8.0,0.22,0.46,1.8,0.0819999999999999,5.0,14.0,0.99538,3.24,0.6,9.0,5.0
11352,9.9,0.18,0.47,1.8,0.074,17.0,88.0,0.9973,3.15,0.74,9.4,5.0
11353,11.7,0.37,0.42,1.8,0.064,6.0,16.0,0.9962,3.21,0.7,10.5,6.0
11354,12.5,0.45,0.48,1.75,0.081,22.0,48.0,0.99498,3.16,0.58,10.1,6.0
11355,6.5,0.67,0.02,1.7,0.074,6.0,18.0,0.9977,3.27,0.52,10.0,7.0
11356,12.0,0.24,0.34,3.0,0.066,10.0,24.0,0.9965,3.31,0.64,11.3,5.0
11357,8.3,0.27,0.27,2.2,0.118,21.0,66.0,0.9982,3.28,0.53,10.0,6.0
11358,8.2,0.53,0.24,3.3,0.104,26.0,110.0,0.9982,3.27,0.58,9.4,5.0
11359,8.2,0.33,0.33,2.5,0.065,6.0,17.0,0.99622,3.39,0.63,11.6,5.0
11360,6.9,0.59,0.01,2.1,0.074,10.0,24.0,0.99448,3.51,0.72,11.7,6.0
11361,7.4,0.74,0.03,2.2,0.077,21.0,47.0,0.9968,3.56,0.67,10.5,7.0
11362,7.9,0.44,0.26,2.4,0.076,8.0,44.0,0.99729,3.28,0.67,9.2,6.0
11363,6.0,0.59,0.01,2.4,0.055,26.0,60.0,0.9986,3.42,0.56,9.3,5.0
11364,6.6,0.47,0.07,2.1,0.08,11.0,28.0,0.9976,3.38,0.55,11.7,7.0
11365,7.7,0.46,0.1,2.3,0.079,18.0,24.0,0.99712,3.2,0.67,11.2,6.0
11366,8.3,0.57,0.29,1.8,0.07,28.0,119.0,0.99968,3.07,0.7,9.4,5.0
11367,7.2,0.58,0.03,2.1,0.091,14.0,64.0,0.9982,3.18,0.57,9.5,6.0
11368,7.8,0.6,0.1,1.9,0.08,5.0,14.0,0.99745,3.35,0.59,9.3,5.0
11369,9.9,0.36,0.49,2.5,0.072,24.0,45.0,0.9988,3.14,0.6,10.5,6.0
11370,10.2,0.46,0.49,1.9,0.09,24.0,44.0,0.9963,3.14,0.68,9.5,5.0
11371,7.2,0.5,0.3,1.9,0.084,23.0,58.0,0.9982,3.32,0.6,11.2,7.0
11372,8.9,0.31,0.24,1.8,0.0579999999999999,11.0,28.0,0.99498,3.32,0.56,9.7,5.0
11373,8.4,0.64,0.22,2.8,0.081,17.0,40.0,0.997,3.31,0.57,11.0,6.0
11374,10.5,0.3,0.44,2.8,0.077,15.0,37.0,0.9961,3.3,0.49,11.1,6.0
11375,7.6,0.28,0.24,1.9,0.078,12.0,52.0,0.9958,3.38,0.69,10.1,5.0
11376,7.3,0.69,0.04,2.0,0.0819999999999999,38.0,51.0,0.99728,3.31,0.62,11.8,6.0
11377,8.9,0.47,0.28,2.2,0.09,27.0,85.0,0.99633,3.1,0.68,9.3,5.0
11378,7.7,0.38,0.23,2.1,0.075,6.0,14.0,0.99652,3.32,0.59,11.0,7.0
11379,7.9,0.31,0.42,2.1,0.07,6.0,13.0,0.99572,3.15,0.54,10.9,6.0
11380,10.1,0.43,0.47,2.1,0.07,14.0,34.0,0.99604,3.22,0.58,10.0,5.0
11381,6.6,0.36,0.02,2.6,0.079,20.0,47.0,0.9964,3.48,0.61,9.5,4.0
11382,11.8,0.33,0.46,2.0,0.078,6.0,28.0,0.99472,3.39,0.71,9.6,7.0
11383,9.4,0.34,0.48,2.3,0.073,23.0,94.0,0.99685,3.27,1.01,9.4,5.0
11384,9.9,0.69,0.21,2.1,0.072,14.0,65.0,0.9967,3.15,0.62,9.8,5.0
11385,11.1,0.28,0.53,2.3,0.078,16.0,63.0,0.9973,3.15,1.17,9.3,5.0
11386,8.0,0.6,0.09,1.8,0.083,8.0,24.0,0.9964,3.21,0.6,9.8,5.0
11387,9.0,0.46,0.31,2.6,0.081,10.0,45.0,0.9965,3.25,0.61,9.4,6.0
11388,8.5,0.42,0.39,3.2,0.088,29.0,60.0,0.9962,3.38,0.71,11.5,6.0
11389,12.6,0.36,0.49,1.8,0.094,6.0,23.0,0.9976,3.1,0.55,12.0,7.0
11390,6.4,0.35,0.5,1.9,0.08,13.0,23.0,0.99668,3.42,0.55,10.1,6.0
11391,6.4,0.36,0.45,5.8,0.132,14.0,24.0,0.998,3.28,0.62,10.4,5.0
11392,9.1,0.36,0.45,1.8,0.088,13.0,51.0,0.9964,3.2,0.73,10.7,6.0
11393,7.2,0.48,0.22,2.0,0.094,10.0,19.0,0.9956,3.24,0.67,9.3,5.0
11394,9.0,0.43,0.33,2.1,0.08,6.0,16.0,0.9994,3.3,0.76,9.5,5.0
11395,7.1,0.59,0.14,1.9,0.079,14.0,45.0,0.99362,3.38,0.58,10.2,5.0
11396,5.1,0.615,0.02,2.6,0.075,5.0,15.0,0.997,3.51,0.82,10.3,6.0
11397,6.8,0.3,0.24,2.1,0.074,18.0,49.0,0.9994,3.31,0.55,9.4,3.0
11398,8.9,0.56,0.29,2.3,0.074,10.0,43.0,0.9956,3.15,0.57,11.0,5.0
11399,7.8,0.4,0.34,2.5,0.118,6.0,28.0,0.996,3.26,0.6,9.5,5.0
11400,8.0,0.38,0.21,1.6,0.077,8.0,23.0,0.99572,3.4,0.77,9.3,5.0
11401,6.4,0.4,0.27,2.2,0.076,18.0,34.0,0.99588,3.36,0.63,11.9,7.0
11402,9.2,0.43,0.18,1.6,0.079,25.0,51.0,0.9973,3.31,0.76,9.6,6.0
11403,7.1,0.59,0.02,2.4,0.075,23.0,77.0,0.99656,3.19,0.43,9.5,7.0
11404,7.4,0.55,0.11,2.2,0.067,6.0,14.0,0.9973,3.36,0.48,10.7,6.0
11405,6.5,0.62,0.07,2.8,0.077,11.0,18.0,0.99702,3.4,0.5,11.7,7.0
11406,7.4,0.57,0.03,2.2,0.088,9.0,22.0,0.99504,3.16,0.64,9.4,6.0
11407,7.8,0.34,0.18,2.1,0.0819999999999999,34.0,77.0,0.9965,3.24,0.62,9.5,6.0
11408,7.9,0.62,0.0,1.7,0.086,6.0,14.0,0.9971,3.55,0.62,9.4,5.0
11409,8.4,0.48,0.31,2.4,0.077,22.0,42.0,1.0014,3.26,0.68,9.5,5.0
11410,7.4,0.58,0.0,2.3,0.075,6.0,42.0,0.9978,3.4,0.55,9.5,6.0
11411,9.5,0.41,0.45,2.6,0.074,16.0,72.0,0.9972,3.07,0.68,9.5,5.0
11412,7.3,0.76,0.14,2.8,0.077,16.0,44.0,0.99702,3.27,0.44,10.3,6.0
11413,9.1,0.43,0.36,2.1,0.054,15.0,29.0,0.9964,3.07,0.69,9.8,6.0
11414,9.3,0.52,0.24,1.7,0.084,10.0,41.0,0.9986,3.17,0.56,11.6,6.0
11415,7.8,0.43,0.22,2.3,0.079,6.0,14.0,0.99686,3.23,0.59,9.5,5.0
11416,7.0,0.58,0.25,2.0,0.079,5.0,19.0,0.99512,3.38,0.6,9.5,6.0
11417,8.9,0.48,0.25,2.1,0.07,28.0,49.0,0.99736,3.38,0.52,9.3,5.0
11418,6.6,0.53,0.03,1.9,0.086,21.0,49.0,0.9973,3.44,0.52,10.3,6.0
11419,7.6,0.48,0.33,2.4,0.078,16.0,33.0,0.99694,3.16,0.76,12.3,6.0
11420,7.3,0.34,0.0,2.1,0.075,6.0,15.0,0.99444,3.47,0.6,11.1,6.0
11421,11.5,0.34,0.49,2.8,0.067,7.0,33.0,0.9982,3.17,0.57,11.8,7.0
11422,8.7,0.52,0.05,1.8,0.084,9.0,37.0,0.9956,3.28,0.53,10.0,5.0
11423,7.5,0.61,0.05,2.4,0.072,8.0,31.0,0.99448,3.39,0.54,10.0,6.0
11424,6.2,0.52,0.06,1.6,0.073,10.0,18.0,0.99588,3.35,0.54,10.0,5.0
11425,10.2,0.68,0.34,2.0,0.0579999999999999,4.0,12.0,0.99552,3.29,0.56,9.4,5.0
11426,7.4,0.4,0.14,1.8,0.078,17.0,86.0,0.99743,3.38,0.55,9.3,5.0
11427,7.5,0.62,0.0,2.0,0.074,3.0,10.0,0.99686,3.42,0.68,9.2,5.0
11428,7.2,0.51,0.02,2.2,0.123,8.0,19.0,0.99586,3.32,0.58,11.0,6.0
11429,8.5,0.38,0.3,2.6,0.091,6.0,58.0,0.9988,3.28,0.6,9.5,6.0
11430,6.6,0.88,0.0,2.0,0.084,20.0,85.0,0.9976,3.54,0.77,11.1,7.0
11431,7.0,0.38,0.49,1.8,0.0819999999999999,10.0,28.0,0.99774,3.24,0.49,9.0,5.0
11432,7.7,0.29,0.49,2.6,0.078,15.0,66.0,0.99586,3.19,0.69,9.7,5.0
11433,7.4,0.51,0.01,1.8,0.109,17.0,58.0,0.9958,3.3,0.52,9.4,5.0
11434,7.2,0.56,0.02,1.8,0.074,16.0,40.0,0.99467,3.17,0.56,10.1,5.0
11435,9.5,0.39,0.43,2.8,0.067,29.0,65.0,0.9976,3.28,0.82,9.7,8.0
11436,7.8,0.78,0.0,2.0,0.072,7.0,31.0,0.9986,3.61,0.59,9.6,5.0
11437,8.8,0.48,0.14,2.1,0.077,19.0,47.0,0.9974,3.24,0.56,9.9,5.0
11438,12.5,0.32,0.55,1.8,0.084,5.0,15.0,0.9994,3.14,0.59,12.0,7.0
11439,5.2,0.48,0.27,2.3,0.052,8.0,32.0,0.99617,3.53,0.66,9.5,5.0
11440,9.0,0.5,0.44,2.0,0.084,12.0,34.0,0.9988,3.34,0.72,10.5,6.0
11441,9.0,0.39,0.43,1.8,0.071,9.0,28.0,0.99656,3.3,0.55,9.5,5.0
11442,7.1,0.6,0.0,1.7,0.073,18.0,37.0,0.9962,3.39,0.52,9.8,5.0
11443,5.6,0.725,0.13,1.8,0.107,7.0,16.0,0.99717,3.4,0.58,10.8,6.0
11444,8.3,0.61,0.15,1.9,0.077,10.0,35.0,0.9983,3.36,0.52,9.5,5.0
11445,7.4,0.63,0.02,3.2,0.075,14.0,25.0,0.99786,3.2,0.61,9.1,5.0
11446,8.0,0.53,0.23,2.0,0.0819999999999999,14.0,26.0,0.9972,3.14,0.72,9.5,5.0
11447,7.5,0.52,0.0,1.4,0.072,11.0,32.0,0.99552,3.31,0.64,9.4,5.0
11448,8.8,0.61,0.21,2.2,0.074,17.0,49.0,0.99555,3.39,0.62,9.7,6.0
11449,6.9,0.65,0.0,1.8,0.073,18.0,28.0,0.99552,3.56,0.51,9.4,6.0
11450,6.6,0.45,0.14,2.4,0.073,10.0,20.0,0.99745,3.42,0.73,11.4,7.0
11451,8.4,0.62,0.09,2.0,0.072,17.0,29.0,0.99576,3.36,0.57,9.2,5.0
11452,6.6,0.46,0.0,2.2,0.081,6.0,16.0,0.9962,3.49,0.71,11.3,6.0
11453,9.8,0.38,0.31,2.9,0.0819999999999999,6.0,16.0,0.9981,3.17,0.57,9.5,5.0
11454,8.2,0.635,0.04,1.9,0.073,27.0,58.0,0.9978,3.39,0.58,10.3,5.0
11455,7.8,0.38,0.48,1.5,0.079,21.0,37.0,0.9964,3.41,0.58,12.5,7.0
11456,7.5,0.46,0.14,2.0,0.084,21.0,33.0,0.997,3.27,0.64,9.3,6.0
11457,7.1,0.69,0.03,1.7,0.078,10.0,28.0,0.9974,3.49,0.56,9.5,5.0
11458,7.9,0.51,0.02,1.8,0.09,6.0,14.0,0.9987,3.47,0.59,9.4,6.0
11459,9.2,0.67,0.21,4.5,0.077,48.0,65.0,0.9962,3.24,0.58,9.5,5.0
11460,8.2,0.46,0.12,1.8,0.074,11.0,25.0,0.99774,3.38,0.54,9.4,6.0
11461,6.6,0.7,0.01,2.4,0.074,6.0,13.0,0.99458,3.58,0.55,9.2,6.0
11462,11.3,0.41,0.42,2.6,0.076,5.0,19.0,0.9994,3.16,0.62,9.5,5.0
11463,9.4,0.42,0.42,1.9,0.073,7.0,32.0,0.9981,3.21,0.61,9.4,5.0
11464,6.7,0.56,0.0,2.6,0.085,6.0,16.0,0.9962,3.43,0.52,12.5,4.0
11465,7.3,0.43,0.0,2.4,0.08,18.0,41.0,0.99616,3.35,0.64,9.2,5.0
11466,9.4,0.5,0.21,1.6,0.063,13.0,60.0,0.9976,3.33,0.52,9.2,5.0
11467,7.2,0.5,0.33,2.1,0.077,19.0,60.0,0.9974,3.34,0.55,9.7,5.0
11468,7.9,0.27,0.53,2.0,0.076,15.0,46.0,0.9988,3.34,0.74,9.4,5.0
11469,7.2,0.61,0.01,2.3,0.081,11.0,47.0,0.9964,3.48,0.53,9.5,5.0
11470,8.9,0.54,0.12,2.1,0.068,16.0,59.0,0.9967,3.28,0.55,10.0,5.0
11471,9.4,0.43,0.41,2.1,0.095,9.0,31.0,0.9974,3.24,0.86,9.4,5.0
11472,9.8,0.58,0.21,2.3,0.066,4.0,20.0,0.9972,3.29,0.54,9.5,5.0
11473,6.8,0.4,0.0,2.3,0.075,10.0,19.0,0.9976,3.45,0.53,9.9,7.0
11474,7.5,0.61,0.0,2.3,0.0819999999999999,26.0,61.0,0.99708,3.59,0.66,9.8,5.0
11475,7.1,0.38,0.24,1.9,0.08,29.0,50.0,0.99612,3.35,0.55,9.8,5.0
11476,7.7,0.5,0.0,3.0,0.095,5.0,22.0,0.99538,3.54,0.59,10.8,6.0
11477,6.6,0.32,0.56,2.1,0.114,15.0,24.0,0.99914,3.25,0.46,12.2,7.0
11478,7.3,0.57,0.02,2.3,0.077,11.0,24.0,0.99656,3.38,0.59,9.9,5.0
11479,10.3,0.31,0.68,2.0,0.071,6.0,14.0,0.9965,3.14,0.63,9.5,5.0
11480,7.8,0.5,0.18,2.6,0.071,32.0,64.0,0.9964,3.45,0.57,9.8,4.0
11481,9.2,0.4,0.44,2.3,0.091,6.0,13.0,0.9965,3.09,0.6,9.5,6.0
11482,7.9,0.56,0.14,2.4,0.092,18.0,34.0,0.9976,3.31,0.58,11.0,5.0
11483,8.6,0.54,0.4,2.0,0.09,11.0,60.0,0.9964,3.21,0.49,9.8,5.0
11484,8.9,0.56,0.21,2.2,0.084,7.0,28.0,0.9986,3.21,0.5,11.2,7.0
11485,9.8,0.57,0.25,2.3,0.08,10.0,24.0,0.9984,3.19,0.58,9.4,6.0
11486,7.2,0.41,0.46,1.7,0.065,5.0,11.0,0.99656,3.19,0.85,11.4,7.0
11487,7.9,0.42,0.42,2.0,0.072,9.0,22.0,0.9955,3.38,0.58,9.9,6.0
11488,7.2,0.49,0.26,2.2,0.0579999999999999,15.0,77.0,0.9968,3.3,0.54,9.7,5.0
11489,7.4,0.57,0.02,2.1,0.074,6.0,17.0,0.99478,3.44,0.62,9.8,5.0
11490,9.1,0.31,0.56,2.8,0.0819999999999999,15.0,30.0,0.99702,3.2,0.69,12.8,7.0
11491,8.0,0.28,0.43,5.9,0.07,13.0,31.0,0.99643,3.36,0.84,10.4,5.0
11492,6.8,0.37,0.36,1.6,0.066,18.0,34.0,0.9955,3.32,0.7,10.5,5.0
11493,7.0,0.87,0.04,1.7,0.077,20.0,37.0,0.99668,3.23,0.7,10.9,6.0
11494,10.3,0.52,0.49,2.1,0.083,12.0,35.0,0.9972,3.5,0.6,9.6,5.0
11495,6.8,0.57,0.06,2.3,0.073,6.0,17.0,0.9987,3.52,0.55,9.4,5.0
11496,6.6,0.59,0.02,3.2,0.078,5.0,28.0,0.99672,3.44,0.81,11.7,7.0
11497,6.2,0.69,0.08,1.8,0.09,21.0,52.0,0.99704,3.53,0.6,11.1,7.0
11498,8.8,0.635,0.15,2.0,0.083,16.0,50.0,0.9966,3.3,0.55,10.0,5.0
11499,7.0,0.38,0.42,2.2,0.095,24.0,72.0,0.9994,3.15,0.49,9.5,5.0
11500,6.9,0.51,0.02,2.2,0.079,33.0,69.0,0.99664,3.41,0.6,10.7,6.0
11501,7.3,0.5,0.12,2.1,0.084,6.0,14.0,0.99717,3.36,0.6,9.4,5.0
11502,8.3,0.41,0.3,2.1,0.08,12.0,65.0,0.9988,3.4,0.68,9.5,5.0
11503,7.9,0.59,0.21,2.7,0.085,24.0,62.0,0.9962,3.43,0.56,9.4,6.0
11504,5.8,0.59,0.0,1.4,0.074,13.0,27.0,0.99566,3.49,0.71,9.3,4.0
11505,9.9,0.58,0.02,2.2,0.073,9.0,17.0,0.9982,3.35,0.59,9.7,6.0
11506,7.9,0.61,0.2,2.1,0.064,6.0,15.0,0.9962,3.27,0.61,9.5,5.0
11507,8.4,0.31,0.42,1.9,0.063,8.0,21.0,0.9972,3.39,0.73,11.2,4.0
11508,7.6,0.31,0.31,2.1,0.083,9.0,46.0,0.9984,3.27,0.59,9.4,5.0
11509,8.2,0.52,0.24,2.6,0.0819999999999999,6.0,12.0,0.9968,3.35,0.57,9.2,5.0
11510,6.8,0.56,0.09,2.4,0.065,28.0,63.0,0.9958,3.52,0.54,9.8,5.0
11511,7.8,0.56,0.03,1.7,0.077,5.0,18.0,0.99521,3.38,0.61,10.8,7.0
11512,9.0,0.34,0.44,2.3,0.073,19.0,44.0,0.99774,3.37,0.79,10.9,6.0
11513,8.7,0.6,0.21,2.7,0.079,24.0,53.0,0.99668,3.29,0.54,9.4,5.0
11514,7.9,0.66,0.0,2.3,0.078,12.0,31.0,0.99668,3.28,0.54,10.8,6.0
11515,9.4,0.955,0.0,2.4,0.072,4.0,15.0,0.9994,3.28,0.54,11.4,6.0
11516,8.9,0.6,0.45,2.0,0.084,19.0,47.0,0.9948,3.25,0.79,10.3,6.0
11517,7.4,0.41,0.22,2.1,0.0819999999999999,10.0,49.0,0.9968,3.45,0.58,12.8,7.0
11518,13.6,0.54,0.4,2.8,0.071,5.0,13.0,0.9967,3.3,0.71,10.9,6.0
11519,7.7,0.5,0.02,2.2,0.079,16.0,86.0,0.99546,3.39,0.6,9.6,4.0
11520,10.0,0.62,0.64,2.5,0.072,4.0,8.0,0.9982,3.35,0.57,9.6,5.0
11521,7.6,0.36,0.42,1.9,0.072,6.0,31.0,0.99668,3.2,0.54,9.4,6.0
11522,8.1,0.22,0.36,1.7,0.075,10.0,20.0,0.99444,3.3,0.51,10.3,5.0
11523,8.0,0.43,0.21,1.6,0.081,3.0,12.0,0.9957,3.38,0.5,9.5,6.0
11524,7.5,0.74,0.09,2.4,0.079,12.0,86.0,0.99648,3.28,0.52,9.5,6.0
11525,8.9,0.55,0.15,1.8,0.076,16.0,72.0,0.99774,3.31,0.73,9.5,6.0
11526,8.0,0.53,0.25,1.9,0.0819999999999999,4.0,14.0,0.9988,3.16,0.59,9.5,5.0
11527,8.7,0.53,0.22,2.4,0.084,12.0,86.0,0.9972,3.16,0.71,9.5,5.0
11528,8.0,0.4,0.45,2.4,0.0969999999999999,20.0,49.0,0.9957,3.33,0.57,9.8,5.0
11529,7.4,0.63,0.1,2.1,0.074,10.0,58.0,0.9956,3.28,0.57,12.4,6.0
11530,10.1,0.27,0.55,1.3,0.081,6.0,24.0,0.99448,3.15,0.72,10.4,7.0
11531,10.3,0.37,0.26,2.2,0.092,9.0,31.0,0.9996,3.24,0.61,10.9,6.0
11532,7.5,0.47,0.4,2.1,0.095,5.0,19.0,0.9966,3.26,0.62,9.2,5.0
11533,7.4,0.43,0.24,1.7,0.095,10.0,24.0,0.9967,3.54,0.55,9.4,5.0
11534,8.7,0.47,0.25,2.3,0.071,10.0,46.0,0.99562,3.28,0.73,9.4,6.0
11535,6.9,0.58,0.09,2.3,0.064,10.0,62.0,0.99448,3.42,0.58,9.3,5.0
11536,11.3,0.32,0.59,3.3,0.077,6.0,18.0,1.00015,3.17,0.79,9.2,8.0
11537,8.4,0.695,0.13,2.1,0.092,26.0,28.0,0.99584,3.38,0.59,11.0,7.0
11538,12.8,0.42,0.66,1.8,0.0819999999999999,5.0,16.0,0.99786,3.19,0.85,10.1,5.0
11539,10.9,0.26,0.45,1.8,0.077,18.0,41.0,0.9978,3.2,0.82,9.5,6.0
11540,9.0,0.38,0.24,2.0,0.081,9.0,38.0,0.9956,3.17,0.58,10.0,6.0
11541,7.5,0.5,0.0,2.1,0.077,7.0,16.0,0.99604,3.44,0.53,12.0,6.0
11542,6.7,0.57,0.04,1.8,0.086,10.0,21.0,0.9976,3.57,0.53,12.0,5.0
11543,7.0,0.54,0.06,1.6,0.074,7.0,18.0,0.99462,3.38,0.6,11.3,7.0
11544,7.9,0.4,0.28,2.3,0.071,13.0,28.0,0.99744,3.28,0.49,9.5,6.0
11545,9.0,0.4,0.49,2.1,0.074,9.0,26.0,1.0004,3.18,0.74,9.3,5.0
11546,9.6,0.28,0.45,2.4,0.074,9.0,28.0,0.9972,3.34,0.87,11.5,7.0
11547,11.5,0.5,0.49,2.2,0.091,13.0,50.0,0.9984,3.4,0.61,9.8,6.0
